ID;Filename;Link;Catalog;Title;Date;Creator;Contributor;Publisher;Width;Height;Scale;Shelfmark;;Remarks;Questions
1874/348852;0217320001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348852;http://hdl.handle.net/1874/348852;Noordhollands noordelykste gedeelte : behelzende Westfriesland: onderscheiden in Dregterland, de IV Noorder Koggen, en in Geestmer Ambagt met de Schager en Nieudorper Koggen enz.;1750;;;Uitgegeven te Amsterdam : by I. Tirion;380;330;Schaal [ca. 1:150.000];KAART: *VIII*.B.j.26 (DK38-13);;;
1874/348853;0217330001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348853;http://hdl.handle.net/1874/348853;Kaart van Noord Hollands zuidelykste gedeelte : behelzende het meerder deel van Kenmerland, Waterland, Zeevang, benevens de Schermer, Beemster, Purmer, Wormer, enz.;1750;;;Uitgegeven te Amsterdam : by I. Tirion;390;340;Schaal [ca. 1:120.000];KAART: *VIII*.B.j.27 (DK38-13);;;
1874/348854;0217340001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348854;http://hdl.handle.net/1874/348854;Aarden zeedyk met een buytenglojinge van 7 roeden onder met stroo bekramt, en lager met steen belegt tegens het aanspoelen van het dagelykse zeewater;1750;getekent door A.D. Mutsert, ende in 't koper gebragt door G. Kondet.;;[S.l.] : [s.n];930;250;Schaal [ca. 1:100];KAART: *VIII*.B.j.28 (DK38-13);;;
1874/348855;0217350001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348855;http://hdl.handle.net/1874/348855;Scheure in de Diemer Zeedyk so als die na 't presenteeren van 't request gescheurt, en voor over na zee toe gesakt bevonden is;1735;getekent door A.D. Mutsert, ende in 't koper gebragt door C. de Putter.;;[S.l.] : [s.n.];310;190;Schaal [ca. 1:100];KAART: *VIII*.B.j.29a (Dk38-13);;;
1874/348856;0217360001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348856;http://hdl.handle.net/1874/348856;Geconcipieerde steene muur omme gemaakt te worden aan den Zeeburg en Diermerdyk ter wederseyde van de Diemerdamer en Ypesloter sluysen.;1735;;;[S.l.] : [s.n.];450;260;;KAART: *VIII*.B.j.29b (Dk38-13);;;
1874/348857;0217370001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348857;http://hdl.handle.net/1874/348857;De jegenwoordige land-dyk met een steyle weegt van voren, agter Diemen en aan de Nes, so als die was voor de doorbraak van november A° 1675. en nu ook nog so is.;1735;;;[Den Haag] : [Landsdrukkerij];450;240;Schaal [ca. 1:1.200];KAART: *VIII*.B.j.29c (Dk38-13);;;
1874/348858;0217380001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348858;http://hdl.handle.net/1874/348858;Kaart (gecopieert uyt de groote kaart van Rhynland d'A° 1687) waar in vertoont word, een concept boven boezem op tweederley wyze, met derzelver boven molens omtrent Spaerendam ...;1769;geconceptieert door ons (was getekd.) D. Klinkenberg, B. Goudriaan, Ariez: A° 1769 ; L. Schenk Jansz. sculpsit 1769.;[Amsterdam] : L. Schenk Jansz. sculpsit;420;330;Schaal [ca. 1:28.000];KAART: *VIII*.B.j.30 (Dk38-13);;;
1874/348859;0217390001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348859;http://hdl.handle.net/1874/348859;Kaart van het Oost Einde van Aelsmeer : waar op afgetekend zijn de meest uitgeveende en wederom met bagger volgeloopen sudzige en driftige rietlanden tusschen het Oost Einder Dykie of Voet Pad en het Groote Haerlemmer of Leidsche Meer;1774;volgens de meeting en opneming in September 1772 door my, Klaas Vis ; Leon.d Schenk, Jansz. sculpsit 1774.;[S.l.] : [s.n.];980;310;Schaal [ca. 1:4.700];KAART: *VIII*.B.j.31 (Dk38-13);;;
1874/348860;0217400001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348860;http://hdl.handle.net/1874/348860;Afbeeldinge van zeker concept tot bedykinge, van de Haarlemer, Leydse en andere byleggende Meeren;1750;uitgevonden door Jacob Bartelsz Veeris ; in 't koper gebragt door Daniel van Breen uitgegeven door Nicolaus Visser.;[Amsterdam] : nunc apud Petrum Schenk Junior;720;480;Schaal [ca. 1:53.000];KAART: *VIII*.B.j.32 (Dk38-13);;;
1874/348861;0217410001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348861;http://hdl.handle.net/1874/348861;Alcmaria;1651;[Joan Blaeu];;[Amsterdam] : [Joan Blaeu];570;450;Schaal [ca. 1:3.500].;KAART: *VIII*.B.j.33 (Dk38-13);;;
1874/348862;0217420001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348862;http://hdl.handle.net/1874/348862;Nieuwe afteekening van alle de banken, canaalen, tonnen en dieptens geleegen voor de stad Enkhuysen in de Zuyder Zee, waar in aangeweesen word, hoedanig men, uyt de stad nae de vuur toren door het voorland gevoeglyk kan maken een nieuwe zeehaven;1734;getekent door Jan Belkmeer.;;Amsterdam : Gerard van Keulen;590;510;Schaal [ca. 1:10.000];KAART: *VIII*.B.j.34 (Dk38-13);;;
1874/348863;0217430001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348863;http://hdl.handle.net/1874/348863;Nieuwe kaart van 't baljuwschap van Kennemerland met de bannen van Westsaanen, Assendelft, Heemskerk, Wyk aan Duyn, Velsen, Spaarwoude &c;1710;met groote naaukeurigheid geteekend en uitgegeven door de weduwe van Nicolaas Visscher [II] [=Elizabeth Verseyl];;[Amsterdam] : Weduwe van Nicolaas Visscher;580;480;Schaal [ca. 1:37.000];KAART: *VIII*.B.j.35 (Dk38-13);;;
1874/348864;0217440001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348864;http://hdl.handle.net/1874/348864;De Heerlykhyd van Castricum;1737;gemeeten door I. Rollerus ; J. Punt delin. et fecit.;[Amsterdam] : Johannes C;890;620;Schaal [ca. 1:10.000];KAART: *VIII*.B.j.36 (Dk38-13);;;
1874/348865;0217450001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348865;http://hdl.handle.net/1874/348865;Platte gront van Egmont op Zee met desselfs rys-werken, tot conservaatie van de tooren en kerk aldaar;1719;door Anthony Torck als opperdirekteur aangeleght inden jaare 1718, wyders gemeeten en geteekent door Johannes Rollerus opsiender van gemelte wercken, en geswooren lantmeeter tot Beverwyck.;;t'Amsterdam : by de Wed. Nicolaas Visser;580;510;Schaal [ca. 1:1.100];KAART: *VIII* B.j.37 (Dk38-13);;;
1874/348866;0217460001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348866;http://hdl.handle.net/1874/348866;Accurate kaart van Assendelft : daar in men sien kan waar de dijken sijn ingebrooken, door de hoogewater-vloet, den 25 December 1717;1718;geteekent en gemeeten door Tys Claasz.;;'t Amsterdam : by de Wed. N. Visscher;280;240;Schaal [ca. 1: 40.000];KAART: *VIII*.B.j.38 (Dk38-13);;;
1874/348867;0217470001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348867;http://hdl.handle.net/1874/348867;Project van den Zee-dyk beoosten Muyden soo als deselve soude kunne werden met steen versterkt;1735;geteekent en op gestelt door ... Jacob van Hoorn, landmeeter by den Ed. Hoove van Holland geatmitteert en in 't kooper gebragt door Hendrik de Leth.;;[Amsterdam] : [Hendrik de Leth];900;240;Schaal [ca. 1:800];KAART: *VIII*.B.j.39 (Dk38-13);;;
1874/348868;0217480001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348868;http://hdl.handle.net/1874/348868;Kaart van de doorgespoelde en afgesleeten Meers Oever in 't West Einde van Aalsmeer, vertoonende den gevaarlijken toestand daar ter plaatse, beneffens de projecten tot aanheelinge en toedijkinge van de zelfe en tot bezorginge van dien Oever voor de dorpen Aalsmeer en Leimuiden ...;1766;;;[S.l.] : [s.n.];570;520;Schaal [ca. 1:28.000];KAART: *VIII*.B.j.40 (Dk38-13);;;
1874/348869;0217490001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348869;http://hdl.handle.net/1874/348869;[Kaart van het noordelijk deel van Noord-Holland];1638;;;[S.l.] : [s.n.];550;450;;KAART: *VIII*.B.j.41 (Dk38-14);;;
1874/348870;0217500001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348870;http://hdl.handle.net/1874/348870;[Polders in Noord-Holland];1638;;;[S.l.] : [s.n.];480;350;Diverse schalen.;KAART: *VIII*.B.j.42 (Dk38-14);;;
1874/348871;0217510001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348871;http://hdl.handle.net/1874/348871;Parte septtentrionale dell'Hollanda, vulgo Westvriesland en tNoorder quartier;1697;nel laboratorio del P. cosmografo Coronelli, in Venetia.;;Venetia : Coronelli;610;460;Schaal [ca. 1:120.000].;KAART: *VIII*.B.j.43 (Dk38-14);;;
1874/348872;0217520001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348872;http://hdl.handle.net/1874/348872;Nieuwe kaart van den Helder.;1875;;;"Den Helder : Berkhout &amp; Co.";640;480;Schaal 1:5000.;KAART: *VIII*.B.j.44 (Dk38-14);;;
1874/351898;0217530001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351898;http://hdl.handle.net/1874/351898;Plan en profil van 't doorgebroken gat op Westvlieland.;1756;;;[Den Haag : Landsdrukkerij];390;310;Schaal [ca. 1:600];KAART: *VIII*.B.j.45 (Dk38-14);;;
1874/351899;0217540001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351899;http://hdl.handle.net/1874/351899;Projekt, van de werken met de nodige materialen en arbeids-loonen, welken na ruwe calculatie zouden worden vereist tot herstelling der Fluit-Hoek en de daar by geruineerde 70 roeden wier-dyk aan den Dregterlandschen zee-dyk;1776;L. Schenk, Jansz. sculps.;;[S.l.] : [s.n.];530;390;;KAART: *VIII*.B.j.46 (Dk38-14);;;
1874/348873;0217550001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348873;http://hdl.handle.net/1874/348873;Grondtekening van Haarlem;1742;merkelyk verb. door Adriaan Spinder.;;Te Amsterdam : by Isaak Tirion;300;170;Schaal [ca. 1:12.500];KAART: *VIII*.B.j.47 (Dk38-14);;;
1874/348874;0217560001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348874;http://hdl.handle.net/1874/348874;Het blocqueeren van Amsterdam, door de troepen van Willem de Tweede, prins van Oranje, van den 30 july tot den 4 augustus des jaars 1650;1650;[graveur P. Nolpe];;[Amsterdam] : [s.n.];500;270;Schaal 1:65.000.;KAART: *VIII*.B.j.48 (Dk38-14);;;
1874/348875;0217570001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348875;http://hdl.handle.net/1874/348875;Tabula Hollandiae Borealis, cognitae olim sub nomine Kennemariae et Westfrisiae;1708;in majores et minores ditiones cum cura distinctae et editae in lucem per Petrum Schenk.;;Tot Amsterdam : by Pieter Schenk, op den Vygendam, in Sansons Atlas;500;560;Schaal [ca. 1:140.000];KAART: *VIII*.B.j.49 (Dk38-14);;;
1874/348876;0217580001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348876;http://hdl.handle.net/1874/348876;Afbeeldinge van de wydvermaarde en beroemde koopstad Amsteldam met d'omleggende landen;1760;gemeten en getekent door Gerrit Drogenham ... ; int koper gebragt door Daniel Stopendaal en uitgegeven door Nicolaus Visser ...;t'Amsterdam : by I. Ottens, caart verkooper op de Nieuwendijk in de Wareld Caart;1110;950;Schaal [ca. 1:25.000];KAART: *VIII*.B.j.51 (Dk38-14);;;
1874/348877;0217670001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348877;http://hdl.handle.net/1874/348877;Kaart van Gooiland na de heide verdeeling van 1843 : aanwijzende de soort van bebouwing en alle veranderingen tot op gemeld tijdstip ...;1845;met medewerking van A. Perk ... vervaardigd door de landmeters van het kadaster A. van Oosterhout en N. Nelemans ; gegraveerd door Dl. Veelwaard.;Te Amsterdam : bij Mortier, Covens en Zoon;700;555;Schaal van 1 a 25.000.;KAART: *VIII*.B.j.53 (Dk38-14);;;
1874/348878;0217680001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348878;http://hdl.handle.net/1874/348878;Het beleg van Alkmaar.;1700;;;[S.l.] : [s.n.];350;270;;KAART: *VIII*.B.j.54 (Dk38-14);;;
1874/348879;0217690001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348879;http://hdl.handle.net/1874/348879;Kaart van het Hoogheemraadschap Amstelland;1860;geteekend door G. Meijers ; J.C. Zürchner sculps.;[S.l.] : [s.n.];830;570;Schaal 1:50.000.;KAART: *VIII*.B.j.55 (Dk38-14);;;
1874/351621;0217700010.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351621;http://hdl.handle.net/1874/351621;Nieuwe kaarte van het dyckgraafschap van Dregterlandt MDCCXXIII;1723;[Govert Oostwoudt];;Te Amsterdam : bij Hendrik de Leth;1980;1300;Schaal [ca. 1:10.000];KAART: *VIII*.B.j.56 (Dk38-14);;;
1874/351622;0217710003.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351622;http://hdl.handle.net/1874/351622;Kaart van de droogmaking van het Haarlemmer Meer en van de daaraan grenzende polders en gemeenten;1842;zamengesteld volgens de triangulatie van de Ingenieurs van den Waterstaat P. Kock en J.A. Beijerinck ; Hs. en Dl. Veelwaard, Junior. sculpst.;[S.l.] : [s.n.];1290;720;Schaal [1:15.000];KAART: *VIII*.B.j.57 (Dk50-9);;"Afmeting per blad; gemonteerde afmeting niet in Aleph";
1874/348880;0217720001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348880;http://hdl.handle.net/1874/348880;Nieuwe kaart van den Haarlemmermeer polder en omstreken, benevens de doorgraving van Holland op zijn smalst en de voorgestelde droogmaking van het Y;1867;door A. van Egmond (hoofdopzichter van den Haarlemmermeer polder);;Haarlem : J.J. van Brederode;520;660;;KAART: *VIII*.B.j.58 (Dk38-14);;;
1874/351955;0217730017.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351955;http://hdl.handle.net/1874/351955;Nieuwe kaart van het Hoogheemraadschap der uitwaterende sluizen in Kennemerland en Westfriesland;1825;deze nieuwe kaart op last van dijkgraaf en hoogheemraden van de Uitwaterende sluizen in Kennemerland en Westvriesland op nieuw geheel geteekend ende voorgevallene veranderingen daar op gebragt, door ... C.W.M. Klijn ; gegraveerd door Dl. Veelwaard en Zoon, 1825.;[S.l.] : [s.n.];2190;1640;Schaal [ca. 1:33.000];KAART: *VIII*.B.j.59 (Dk38-14);;;
1874/348881;0217740001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348881;http://hdl.handle.net/1874/348881;Caerte van de Heer-Huygen-Waert, met de omliggende dorpen en huysen, soo die tegenwoordich bedyckt en afgegraven is, ... op den 20. Junijus anno 1631;1631;aldus gecavelt ende gemeten, bij dees ondergheschreven geadmiteerde lantmeters, Anthonis Metius, Cornelis Corneliss, Baert Claess, Dirk Verdoes en Thomas Sevenhuysene ; C.J. Visscher f.;[Amsterdam] : Cl. Visscher;560;440;Schaal [ca. 1:25:000];KAART: *VIII*.B.j.60 (Dk38-14);;;
1874/350059;0217840001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350059;http://hdl.handle.net/1874/350059;Algemeene kaart van het Groot Amsterdamsch Kanaal door Noord Holland : voor de koopvaardijvaart en s' Konings Marine tusschen het Y en de reede van Texel, ondernomen in 1819 en voltooid in 1825;1825;gegraveerd naar eene kaart daar toe met goedvinden van Z.M. den Koning verstrekt, door den staatsraad ... J. Blanken Jansz. ; C. van Baarsel & Zoon sculps;Te Amsterdam : bij de Wed. Gerd. Hulst van Keulen;990;490;Schaal 1:85.000.;KAART: *VIII*.B.j.62 (DkQ);;;
1874/348882;0217850001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348882;http://hdl.handle.net/1874/348882;Kaart en aftekening van een gedeelte van het Goederêesche Zee-Gat, als mede een gedeelte van de rivier Flacquee, met aanwyzing van de dieptens in Rhynlandsche voeten ...;1781;gemeten en gepeild, en vervolgens in kaart gebracht door my ondergetekende ... [Cs. Goekoop] 22en Maart 1779 ; L. Schenk Jansz. sculps. 1781.;[S.l.] : [s.n.];520;520;Schaal [ca. 1:21.000];KAART: *VIII*.B.k.2 (Dk38-15);;;
1874/348883;0217860001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348883;http://hdl.handle.net/1874/348883;Kaart van een gedeelte der rivier het Haringvliet, van boven den Stadsen Hoek tot Hellevoetsluis, met eenige dwarspeilingen, gedaan by laag water in maart des jaars 1781;1781;D. K[linkenberg] del. ; L. Schenk, Jansz., sculps. 1781.;['s-Gravenhage] : [s.n.];530;290;Schaal [ca. 1:23.000];KAART: *VIII*.B.k.3 (Dk38-15);;;
1874/348884;0217870001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348884;http://hdl.handle.net/1874/348884;Kaart van een gedeelte van het Haringvliet en den Krammer of het Volkenrak by de Willemstad;1781;Leon[ar]d Schenk, Jansz. sculpsit 1781.;;['s-Gravenhage] : [s.n.];610;440;Schaal [ca. 1:18.000];KAART: *VIII*.B.k.4 (Dk38-15);;;
1874/348885;0217880001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348885;http://hdl.handle.net/1874/348885;Kaart van het Haringvliet en rheede voor Hellevoetsluis, met projecten boven en beneden de Hoornsche Hoofden;1793;op laag water gemeeten, gepeilt, en afgetekend, volgens last van den heer inspecteur generaal C. Brunings;" door my ondergeschreeven ordinairis landmeeter by het werk der rivieren, J. Engelman. 's Haage 26 October 1792 ;  gegraveerd en geletterd door Dl. Veelwaard, 1793.";[S.l.] : [s.n.];610;410;Schaal [ca. 1:15.000];KAART: *VIII*.B.k.5 (Dk38-15);;;
1874/351623;0217890008.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351623;http://hdl.handle.net/1874/351623;Caerte gemaeckt op ordre vande bovengenoemde Heeren Opperdijckgraeff en Hoog Heemraden des Ringhs van Putten, nae de meetinge gedaen by Daniel Schellincx lantmeeter inden jare 1617;1738;volgens het orgineel nomberboeck, ende by my ondergez. ingenieur en lantmeter op cleijnder maaten in dese ordre by een gebracht inden jaare 1700, Bernard de Roy ;" Hoet inv. ;  G. v.d. Gouwen [sc.]";[S.l.] : [s.n.];;;Schaal [ca. 1: 6.250];KAART: *VIII*.B.k.6 (Dk38-15);;Diverse afmetingen. Hier is geen gemonteerde versie van.;Welke afbeelding wil je gebruiken?
1874/349417;0217900001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-349417;http://hdl.handle.net/1874/349417;Nieuwe kaarte vertoonende den geheelen Alblasserwaardt met de Vyf Heeren Landen samen groot 33110 mergen;1740;door Abel de Vries, landmeter te Dordrecht ;" waar in de inundatien sedert het jaar 1500 tot 1726, mitsgaders de toegedamde killen, en andere nieuwe werken, omtrent en by de rivier de Merwede in den jaere 1738 gemaakt, naaukeurig worden aangewezen ;  in t' koper gebracht door Jacobus Keyser.";[Dordrecht] : Joannes van Braam excudit;440;310;Schaal [ca. 1:95.000];KAART: *VIII*.B.k.8a (Dk38-15);;;
1874/351624;0217910015.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351624;http://hdl.handle.net/1874/351624;'t Hooge heem-raed-schap van Rhynland.;1746;;;[Amsterdam] : [Tirion];1670;1740;Schaal [ca. 1:28.800];KAART: *VIII*.B.k.9 (Dk38-15);;;
1874/351956;0217920011.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351956;http://hdl.handle.net/1874/351956;Ware afbeeldinghe van Delflandt;1611;ghemeten, ghecaerteert ende int licht gebracht door Meester Floris Balthasarsz. anno 1611.;;[S.l.] : [s.n.];300;380;;KAART: *VIII*.B.k.10 (Dk39-1);;"Afmeting per blad; gemonteerde afmeting niet in Aleph";
1874/349418;0217960001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-349418;http://hdl.handle.net/1874/349418;Gemeeten kaart van het benedenste gedeelte van de rivier de Linge van Gorinchem tot boven Asperen : behoorende tot het project ter ontlasting van de te veel bezwaarde Leck boven langs den Dief-dyk, en vervolgens door de Linge tot in de Merwe. : waar op mede zyn afgetekent eenige geconcipieerde afsnydingen der Linge-dyken, ter verkryging van meerder ruimte en regulieriteit voor den afloop van het water, met een doorsnyding van het Weyschild;1754;gemeeten en gecarteert door M. Bolstra ... 1753.;;[Den Haag] : [Landsdrukkerij];1330;340;Schaal [ca. 1:10.000];KAART: *VIII*.B.k.15 (Dk38-15);;;
1874/351625;0217970005.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351625;http://hdl.handle.net/1874/351625;De mont van de Maes : met een op rechte af-beeldinge van alle de actien die bij het Postjacht, de loots boots en andere schepen in het uijt en in seilen oock van het posthuijs en postillions werden gedaen;1665;int licht gebracht door Jacob Quacq, postmeester der stadt Rotterdam.;;[S.l.] : [S.n.];1060;750;Schaal [ca. 1:14.000];KAART: *VIII*.B.k.16 (Dk38-15);;;
1874/349419;0217980001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-349419;http://hdl.handle.net/1874/349419;Kaart van de riviere de Merwede by en omtrent Hardinxveld met eenige geprojecteerde waterwerken AB. CD. en EF. tot verbetering van dat riviervak ...;1779;actum Goedereede den 23 November 1774, Cs. Goekoop, geadm. landmeeter ; gravé par J. Turpin.;[Den Haag] : [Landsdrukkerij];560;400;;KAART: *VIII*.B.k.17 (Dk38-15);;;
1874/349703;0217990001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-349703;http://hdl.handle.net/1874/349703;Kaart van de Oude Maas, omtrent de Lint en Krabbe, met eenige dieptens en concept kribbens, zoo als die met de letters A.B en C, zyn afgetekend, benevens de coers en strekking des vaar waters, zoo van Rotterdam op de Krabbe, als van de Krabbe op Dordrecht: zynde de dieptens in dezen uitgedrukt, Rhynlandsche voeten, en op de hoogte van de ordin.re vloeden gereduceert in Augusty 1770;1771;door M. Bolstra ; L. Schenk Jansz. sculpsit 1771.;[Den Haag] : [Landsdrukkerij];910;310;Schaal [ca. 1:5.000];KAART: *VIII*.B.k.18a (Dk38-15);;;
1874/349704;0218000001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-349704;http://hdl.handle.net/1874/349704;Kaart van het rivier-vak op de Oude Maas, genaamd de Lint benevens de mond der Krabbe grootendeels gecopieerd uit de gedrukte kaart door M. Bolstra van 1771 dienende verder tot aanwijzing van de sedert dien tijd voorgevallen veranderingen [...];1789;Jacob Engelman ; Leon. Schenk, Jansz. sculpsit 1789.;'s Gravenhage : [s.n.];900;320;Schaal [ca. 1:5.000];KAART: *VIII*.B.k.18b (Dk38-15);;;
1874/351626;0218100005.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351626;http://hdl.handle.net/1874/351626;Afbeeldinge van de Maes van de stadt Rotterdam tot in zee, met de aengelege steden, plaetsen, sanden, drooghten en goersen, soo als die tegenwoordigh bevaren wert;1740;int licht gebracht door Jacob Quacq [...] 1665 ;" waarin vertoond word de tegenwoordige gedaante van het eyland Roozenburg met zyne onlangs aangedykte polders en landeryen, bestaande int Oudt en Nieuw Roozenburg, Blankenburg, de Ruyge Plaat, de Lange Plaat, het Kooyland en de Krabbe, alsmede de tegenwoordige gesteltheydt en aanwasch van den Hoek van Holland ;  verb. en uytg. door R. en I. Ottens Amsterdam 1740.";Amsterdam : R. en I. Ottens;360;490;Schaal [ca. 1:23.000];KAART: *VIII*.B.k.19 (Dk39-2);;"Afmeting per blad; gemonteerde afmeting niet in Aleph";
1874/349705;0218110001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-349705;http://hdl.handle.net/1874/349705;Kaarte van 't eiland Overflacque en Goedereede;1793;met betrekking tot de legging der dorpen en plaatsen meetkundig opgenomen en voor het overige uit origineele kaarten en eige waarnemingen te zamen gesteld in de jaaren 1792 en 1793 door Anthony van Weel geadmitteerd landmeeter ; gegraveerd door C. van Baarsel.;[Rotterdam] : J. Hendriksen, excudit;880;540;Schaal [ca. 1:50.000];KAART: *VIII*.B.k.20 (Dk39-2);;;
1874/349706;0218120001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-349706;http://hdl.handle.net/1874/349706;Plan de la Haye en Hollande, contenant ses places, palais et edifices;1760;dresse de nouveau par Tobie Conrad Lotter graveur et geographe à Augsbourg.;;Augsburg : Lotter;580;500;Schaal [ca. 1:3.700];KAART: *VIII*.B.k.21 (Dk39-2);;;
1874/349707;0218130001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-349707;http://hdl.handle.net/1874/349707;Caarte vande polder genaamd het Nieuwe Landt met zyne buyten landen ende gorssinge midsgaders Banck ende Zyp alle daar aan behoorende gelegen ontrent s Gravensande onder 't Sandt Ambaght ...;1719;uyt de caarte gemaakt by Mr Symon Fransen van Merwen gedat.t den laasten april anno [15]91 ... 't welk affirmere desen 13 july 1665. Was getekent Johannes Douw ;" den 22 juny A° 1719 heb ik ondergeschreven landmeter ... gemaakt deze bovenstaande tekening zynde gecopieert, en in kleinder formaat gereduceert na de kaart van Jan Pietersze Douw .... ;  voorts daar by gevoegt den inhoud der negen Zuyd en Noord Bonne en 't Cooyvelt, volgens opgevinge van ... Jacobus Beeltsnyder ... by my ... Maurits Walraven ;  door Jacobus Keyser in 't koper gebragt.";[S.l.] : [s.n.];610;460;Schaal [ca. 1:17.000];KAART: *VIII*.B.k.23 (Dk39-2);;;
1874/352192;0218140009.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-352192;http://hdl.handle.net/1874/352192;Kaart van de provincie Zuid-Holland;1846;opgemaakt op last van de Provinciale Staten.;;['s-Gravenhage] : Provinciale Staten;2090;1560;Schaal 1:50.000.;KAART: *VIII*.B.k.24 (Dk39-2);;;
1874/349708;0218150001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-349708;http://hdl.handle.net/1874/349708;"Kaart (gecopieert uyt de groote Rhynlands kaart d'A° 1687) waar in is afgetekent, een concept uytwatering in de Noord Zee omtrent Catwyck; om (beneffens den geconcipieerden boven boezem en molens by Spaerendam, afgeschetst in de Kaart gequoteert Lett. A) te dienen tot meerder en ook regulierder ontlasting van Rhynlands boezem water ...";1769;door ons ondergeschreven landmeters (was getekd.) D. Klinkenberg, B. Goudriaan, Ariez. ; L. Schenk Jansz. sculpsit 1769.;[Den Haag] : [Landsdrukkerij];470;380;;KAART: *VIII*.B.k.26 (Dk39-2);;;
1874/349709;0218160001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-349709;http://hdl.handle.net/1874/349709;['t Ambacht van Hillegersberg, 't Ambacht van Bleyswijk, Eendragts Droogmakery, Twee Mans Polder] : ... na de metingen, en gedaane opgaven van C. Beket en C. Swieb. Actum Rotterdam 1770. D. Smits,.;1770;;;[Den Haag] : [Landsdrukkerij];640;440;Schaal [ca. 1:17.000];KAART: *VIII*.B.k.27 (Dk39-2);;;
1874/349710;0218170001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-349710;http://hdl.handle.net/1874/349710;Kaart van de Merwede of Nieuwe Maas, van Rotterdam tot Schiedam, waar op de loop van het vaar-water afgebeeld, en voorts eenige projecten getekend staan ter verbetering van het vaar-water op Delfshaven;1772;L. Schenk, Jansz. sculpsit 1772.;;[S.l.] : [s.n.];710;310;Schaal [ca. 1:10.000];KAART: *VIII*.B.k.29 (Dk39-2);;;
